# Vorticidad - Re = 1
# Formato: x y omega
# Parámetros: Nx=160 Ny=30 h=1
0.000000 0.000000 0.000000
0.000000 1.000000 0.000000
0.000000 2.000000 0.000000
0.000000 3.000000 0.000000
0.000000 4.000000 0.000000
0.000000 5.000000 0.000000
0.000000 6.000000 0.000000
0.000000 7.000000 0.000000
0.000000 8.000000 0.000000
0.000000 9.000000 0.000000
0.000000 10.000000 0.000000
0.000000 11.000000 0.000000
0.000000 12.000000 0.000000
0.000000 13.000000 0.000000
0.000000 14.000000 0.000000
0.000000 15.000000 0.000000
0.000000 16.000000 0.000000
0.000000 17.000000 0.000000
0.000000 18.000000 0.000000
0.000000 19.000000 0.000000
0.000000 20.000000 0.000000
0.000000 21.000000 0.000000
0.000000 22.000000 0.000000
0.000000 23.000000 0.000000
0.000000 24.000000 0.000000
0.000000 25.000000 0.000000
0.000000 26.000000 0.000000
0.000000 27.000000 0.000000
0.000000 28.000000 0.000000
0.000000 29.000000 0.000000
1.000000 0.000000 0.000000
1.000000 1.000000 -0.000518
1.000000 2.000000 -0.000844
1.000000 3.000000 -0.001115
1.000000 4.000000 -0.001352
1.000000 5.000000 -0.001548
1.000000 6.000000 -0.001690
1.000000 7.000000 -0.001764
1.000000 8.000000 -0.001763
1.000000 9.000000 -0.001686
1.000000 10.000000 -0.001544
1.000000 11.000000 -0.001355
1.000000 12.000000 -0.001143
1.000000 13.000000 -0.000930
1.000000 14.000000 -0.000733
1.000000 15.000000 -0.000561
1.000000 16.000000 -0.000418
1.000000 17.000000 -0.000304
1.000000 18.000000 -0.000216
1.000000 19.000000 -0.000151
1.000000 20.000000 -0.000103
1.000000 21.000000 -0.000069
1.000000 22.000000 -0.000045
1.000000 23.000000 -0.000029
1.000000 24.000000 -0.000018
1.000000 25.000000 -0.000011
1.000000 26.000000 -0.000007
1.000000 27.000000 -0.000004
1.000000 28.000000 -0.000002
1.000000 29.000000 -0.000001
2.000000 0.000000 0.000000
2.000000 1.000000 -0.001227
2.000000 2.000000 -0.001742
2.000000 3.000000 -0.002265
2.000000 4.000000 -0.002746
2.000000 5.000000 -0.003151
2.000000 6.000000 -0.003446
2.000000 7.000000 -0.003603
2.000000 8.000000 -0.003602
2.000000 9.000000 -0.003438
2.000000 10.000000 -0.003134
2.000000 11.000000 -0.002732
2.000000 12.000000 -0.002286
2.000000 13.000000 -0.001844
2.000000 14.000000 -0.001440
2.000000 15.000000 -0.001092
2.000000 16.000000 -0.000807
2.000000 17.000000 -0.000582
2.000000 18.000000 -0.000410
2.000000 19.000000 -0.000283
